call_type,timepoint,animal_id,colony,umap_1,umap_2
co,20,278,boffin,4.2527556,5.103809
ch,20,278,boffin,11.707416,5.5497494
co,20,278,boffin,6.032526,4.8363314
co,20,278,boffin,5.714096,4.3968105
co,20,278,boffin,9.38172,3.653866
co,20,278,boffin,4.1869626,4.363508
co,20,278,boffin,5.8076096,4.1619844
co,20,278,boffin,6.2506576,4.9262824
co,20,278,boffin,6.069352,4.855817
co,20,278,boffin,5.755516,5.9014716
co,20,278,boffin,6.3034177,4.026207
co,20,278,boffin,5.284417,4.5075126
co,20,278,boffin,7.008053,3.6680655
co,20,278,boffin,5.9936333,3.4106402
co,20,278,boffin,6.352695,4.041097
co,20,278,boffin,6.106561,4.8194942
other,20,278,boffin,5.980166,4.551753
co,20,278,boffin,7.512359,4.800136
co,20,278,boffin,5.965181,4.869921
co,20,278,boffin,6.470254,4.98233
co,20,278,boffin,-2.4216511,3.6286275
co,20,278,boffin,5.3760586,4.551933
co,20,278,boffin,6.1369333,4.7103076
co,20,278,boffin,5.025131,4.6908097
co,20,278,boffin,4.999659,5.0364475
co,20,278,boffin,4.0580883,5.229664
co,20,278,boffin,6.163668,5.0072613
co,20,278,boffin,7.652206,5.2045617
co,20,278,boffin,5.4783373,4.5299335
co,20,278,boffin,5.470045,3.7367857
co,20,278,boffin,5.4213357,3.809679
co,20,278,boffin,-2.388498,2.5747511
co,20,278,boffin,-2.3029778,2.4408007
co,20,278,boffin,5.484776,4.9788632
co,20,278,boffin,4.224478,5.141497
sq,20,278,boffin,7.0515685,5.104443
co,20,278,boffin,5.974049,4.536614
co,20,278,boffin,4.826183,5.6366205
co,20,278,boffin,6.022034,4.569308
co,20,278,boffin,5.930335,4.4783797
co,20,278,boffin,5.4573092,4.218391
co,20,278,boffin,5.273158,3.7864165
co,20,278,boffin,4.7066765,4.897597
co,20,278,boffin,6.2447896,5.2449226
co,20,278,boffin,6.622631,5.1085005
co,20,278,boffin,4.0028167,5.1676126
co,20,278,boffin,4.3749027,5.0122204
co,20,278,boffin,4.7000437,4.8512444
co,20,278,boffin,4.5261874,4.850576
co,20,278,boffin,5.698322,4.5173206
co,20,278,boffin,5.884457,4.8108425
co,20,278,boffin,4.276695,5.126274
sq,20,278,boffin,12.374561,4.7079005
sq,20,278,boffin,8.401262,7.3628087
co,20,278,boffin,4.76714,4.9338036
co,20,278,boffin,4.7518816,3.3280742
co,20,278,boffin,5.4747963,4.915047
co,20,278,boffin,5.86549,4.3732147
co,20,278,boffin,3.8809412,4.439957
co,20,278,boffin,6.566554,4.1192584
co,20,278,boffin,4.218427,5.3642154
co,20,278,boffin,4.031055,5.1949005
co,20,278,boffin,7.3378587,6.0473795
co,20,278,boffin,5.3441086,4.424758
co,20,278,boffin,5.6204853,4.4987597
co,20,278,boffin,5.1842937,3.8932672
co,20,278,boffin,5.4472423,4.466375
co,20,278,boffin,4.732636,4.687776
co,20,278,boffin,-2.4003313,2.3867235
other,20,278,boffin,6.571865,5.692252
co,20,278,boffin,2.243289,5.2875504
co,20,278,boffin,6.897564,5.024792
co,20,278,boffin,4.927551,3.250637
co,20,278,boffin,5.815439,4.446714
co,20,278,boffin,4.280313,5.2432733
co,20,278,boffin,4.672523,4.210329
ph,20,278,boffin,-0.4365195,6.581141
ph,20,278,boffin,0.9494494,6.836225
co,20,278,boffin,3.9743433,5.4424276
ph,20,278,boffin,-1.2345788,5.9196186
co,20,278,boffin,4.5626564,4.7742267
co,20,278,boffin,5.2967043,4.2851367
co,20,278,boffin,4.2550106,4.5826097
co,20,278,boffin,7.2685094,4.4163394
co,20,278,boffin,4.976867,4.4988775
ph,20,278,boffin,-1.3074278,5.7871165
co,20,278,boffin,6.047223,3.823602
ph,20,278,boffin,-2.790406,4.355876
co,20,278,boffin,4.621915,5.1949954
co,20,278,boffin,6.1598716,4.766929
co,20,278,boffin,3.9701371,5.193718
co,20,278,boffin,5.5291204,3.8275576
co,20,278,boffin,4.5595484,5.0235734
co,20,278,boffin,4.7285166,4.830496
co,20,278,boffin,6.3596644,4.7577114
co,20,278,boffin,6.37405,4.7490005
sq,20,278,boffin,8.237934,5.288352
co,20,278,boffin,5.0923123,3.7372868
co,20,278,boffin,5.882811,4.917684
sq,20,278,boffin,5.585849,4.0166707
co,20,278,boffin,4.20612,5.1415668
co,20,278,boffin,5.2619877,4.020261
co,20,278,boffin,3.9131322,5.332807
other,20,278,boffin,-0.6373369,5.574169
co,20,278,boffin,5.6772428,3.6662216
ph,20,278,boffin,-1.3110578,5.065751
ph,20,278,boffin,0.7565478,6.3371606
co,20,278,boffin,4.3443584,5.25959
co,20,278,boffin,4.6918435,4.8161817
other,20,278,boffin,5.180901,3.6419325
co,20,278,boffin,5.044767,3.8937795
co,20,278,boffin,4.7558413,4.7813377
co,20,278,boffin,3.1829233,4.1527777
co,20,279,boffin,5.6786942,4.290505
co,20,279,boffin,6.0086436,5.1914887
co,20,279,boffin,6.2148666,5.449201
other,20,279,boffin,5.534478,6.434975
co,20,279,boffin,4.8817573,3.8603678
co,20,279,boffin,4.11532,5.113711
co,20,279,boffin,5.1430445,3.8928545
co,20,279,boffin,4.602298,3.1301467
co,20,279,boffin,4.5988092,4.736264
co,20,279,boffin,5.2603245,4.301464
sq,20,279,boffin,12.392593,5.285053
sq,20,279,boffin,9.700092,7.432192
sq,20,279,boffin,8.4333105,4.466479
co,20,279,boffin,5.415751,4.186629
sq,20,279,boffin,7.854136,5.1125216
co,20,279,boffin,5.671791,3.8684342
sq,20,279,boffin,7.652242,5.366738
co,20,279,boffin,5.147589,4.5658703
co,20,279,boffin,5.4048476,5.189765
co,20,279,boffin,4.702337,4.7918453
co,20,279,boffin,4.3137956,4.313305
co,20,279,boffin,5.800462,4.5551243
co,20,279,boffin,5.8182364,5.4880447
co,20,279,boffin,4.4891233,5.52022
co,20,279,boffin,4.0919695,5.303149
co,20,279,boffin,7.11443,4.989145
sq,20,279,boffin,8.644396,3.9275482
co,20,279,boffin,6.6192875,5.2045045
co,20,279,boffin,5.9670415,4.273063
sq,20,279,boffin,8.504644,5.2715116
co,20,279,boffin,6.3417735,3.8199964
co,20,279,boffin,6.197912,3.756533
co,20,279,boffin,-2.454955,2.7398322
co,20,279,boffin,-2.1188052,3.3849552
co,20,279,boffin,4.6950912,3.4522283
co,20,279,boffin,5.7906294,5.624846
co,20,279,boffin,4.858835,5.51069
sq,20,279,boffin,8.246535,6.329689
co,20,279,boffin,7.250929,5.956153
co,20,279,boffin,7.0865436,5.1948667
ch,20,279,boffin,12.742722,3.1179469
co,20,279,boffin,9.409508,5.8839984
co,20,279,boffin,6.3795886,4.9154477
co,20,279,boffin,5.8532615,5.3329816
sq,20,279,boffin,7.2039456,4.8574543
sq,20,279,boffin,9.170407,3.5851457
co,20,279,boffin,4.6890616,3.3955975
sq,20,279,boffin,8.825979,4.9996305
sq,20,279,boffin,8.733033,6.042018
sq,20,279,boffin,8.098682,4.638211
sq,20,279,boffin,9.015834,4.4265203
co,20,279,boffin,5.9083395,5.375402
other,20,279,boffin,8.705131,4.39473
sq,20,279,boffin,9.130969,6.42881
sq,20,279,boffin,9.370794,3.483153
sq,20,279,boffin,9.1399975,3.4843528
sq,20,279,boffin,9.261168,5.1793528
co,20,279,boffin,5.2492046,3.5752401
co,20,279,boffin,-2.3840256,2.8720858
co,20,279,boffin,6.0733647,3.8517714
other,20,279,boffin,4.897494,3.4476752
co,20,279,boffin,6.0883803,4.9880257
other,20,279,boffin,7.458897,5.2061043
other,20,279,boffin,5.588498,4.1499987
sq,20,279,boffin,9.135581,6.061505
co,20,279,boffin,6.2776756,5.311522
co,20,279,boffin,-1.0648036,3.504413
co,20,279,boffin,9.015035,3.6079087
sq,20,279,boffin,9.044369,3.730811
sq,20,279,boffin,8.5138235,5.10189
sq,20,279,boffin,6.2230854,4.6281514
co,20,279,boffin,-2.4687476,2.5135677
other,20,279,boffin,5.276404,3.7862926
co,20,279,boffin,-2.2624762,2.2050583
co,20,279,boffin,4.3440475,4.94558
co,20,279,boffin,5.367963,4.603006
co,20,279,boffin,5.1984205,3.928099
co,20,279,boffin,5.306929,3.8027487
co,20,279,boffin,6.124135,6.112984
co,20,279,boffin,5.350854,4.365559
other,20,279,boffin,6.87196,4.8441
co,20,279,boffin,4.765116,3.4074917
other,20,279,boffin,-2.38448,2.5086493
sq,20,279,boffin,9.294389,3.6379871
sq,20,279,boffin,8.3746,6.6009126
co,20,279,boffin,-2.2722287,2.3831122
sq,20,279,boffin,9.036913,3.3969889
sq,20,279,boffin,6.083987,3.7418659
sq,20,279,boffin,8.81112,3.5357447
co,20,279,boffin,7.4175415,6.156642
co,20,279,boffin,6.0407453,4.9469957
co,20,279,boffin,5.6510143,5.4799104
co,20,279,boffin,5.304526,3.749951
co,20,279,boffin,5.025768,3.818407
co,20,279,boffin,6.344334,3.6842709
co,20,279,boffin,-2.2762628,2.241922
co,20,279,boffin,-2.4554565,2.64401
co,20,279,boffin,-2.6680424,2.8449352
sq,20,279,boffin,11.341126,5.840032
co,20,279,boffin,5.8783503,4.94062
co,20,279,boffin,6.263204,4.003727
sq,20,279,boffin,8.1130705,4.27603
sq,20,279,boffin,9.695605,4.432738
co,20,279,boffin,4.947839,4.3356466
other,20,279,boffin,-1.3778747,3.4397938
co,20,279,boffin,6.5633006,5.2544193
co,20,279,boffin,4.8678427,4.4755797
co,20,279,boffin,8.66268,4.7634487
co,20,279,boffin,5.0584536,4.6243925
co,20,279,boffin,5.180251,4.339269
co,20,279,boffin,4.924652,4.407296
co,20,279,boffin,4.1566677,5.631963
other,20,279,boffin,6.7001114,3.6766832
co,20,279,boffin,5.1597257,4.7960806
other,20,279,boffin,9.387123,6.11468
co,20,279,boffin,4.603143,5.6756783
co,20,279,boffin,5.721294,4.9659057
co,20,279,boffin,4.636117,3.5348277
other,20,279,boffin,5.553522,3.7842977
co,20,279,boffin,7.6020284,4.4159675
co,20,279,boffin,-1.7812703,1.5173159
sq,20,279,boffin,8.539909,4.648519
co,20,279,boffin,5.01304,3.7361047
co,20,279,boffin,-2.394037,2.4127905
co,20,279,boffin,4.881555,3.6249375
co,20,279,boffin,7.0744553,4.6270742
co,20,279,boffin,5.7633233,3.9678092
co,20,279,boffin,5.538237,3.5584896
co,20,279,boffin,4.924802,3.7527618
ch,20,279,boffin,10.816637,6.156137
co,20,279,boffin,4.9711165,3.8065333
co,20,279,boffin,-2.1441152,2.201518
co,20,279,boffin,-2.32532,2.5758567
co,20,279,boffin,-2.2951655,2.2595065
other,20,279,boffin,7.1748614,5.5138206
co,20,279,boffin,5.9199805,3.8016946
co,20,279,boffin,5.1620116,4.6961465
co,20,279,boffin,4.4640594,4.0289507
co,20,279,boffin,5.6804028,5.0079646
sq,20,279,boffin,9.19046,3.8138387
co,20,279,boffin,5.1947207,3.5524545
co,20,279,boffin,4.890178,3.8802452
other,20,279,boffin,6.007795,5.0507994
co,20,279,boffin,5.037774,3.8150702
co,20,279,boffin,6.580829,5.251707
co,20,279,boffin,5.833763,4.710988
co,20,279,boffin,3.699552,5.4898863
co,20,280,boffin,4.370456,5.1782074
ph,20,280,boffin,3.8862047,6.301106
other,20,280,boffin,3.9349635,6.430739
co,20,280,boffin,4.122145,6.038075
other,20,280,boffin,11.281854,6.0692816
co,20,280,boffin,9.277044,6.36994
sq,20,280,boffin,9.118617,7.3014374
co,20,280,boffin,4.63155,7.2646165
ch,20,280,boffin,12.723327,4.6088386
co,20,280,boffin,5.4463544,7.6162124
co,20,280,boffin,5.8251,7.3670554
co,20,280,boffin,9.57086,6.0055146
co,20,280,boffin,7.856291,7.1415358
co,20,280,boffin,8.285395,6.992699
sq,20,280,boffin,8.723748,5.38158
sq,20,280,boffin,8.361839,6.4663644
co,20,280,boffin,4.7656326,7.071446
other,20,280,boffin,9.551092,6.5979586
co,20,280,boffin,5.6117973,7.3976007
sq,20,280,boffin,8.693352,5.728723
co,20,280,boffin,5.677557,7.5823174
co,20,280,boffin,5.9027524,7.3303456
co,20,280,boffin,5.90163,7.28978
other,20,280,boffin,8.909894,5.5354424
other,20,280,boffin,5.874891,8.735369
other,20,280,boffin,8.99143,4.091982
other,20,280,boffin,5.494067,6.4293437
co,20,280,boffin,9.665509,5.33011
co,20,280,boffin,9.583369,5.97313
co,20,280,boffin,9.5418,5.783954
co,20,280,boffin,9.275521,6.1032715
other,20,280,boffin,9.010772,5.8161387
sq,20,280,boffin,9.436793,6.00905
co,20,280,boffin,9.635492,6.963301
co,20,280,boffin,9.477971,5.9151587
co,20,280,boffin,9.976266,5.927142
sq,20,280,boffin,9.509535,5.941839
co,20,280,boffin,8.131817,7.226249
ch,20,280,boffin,11.170026,5.404088
co,20,280,boffin,5.5001493,7.6464863
ch,20,280,boffin,10.674561,5.4176426
sq,20,280,boffin,10.803906,4.9152637
co,20,280,boffin,2.6734753,7.438021
other,20,280,boffin,5.647291,7.481587
co,20,280,boffin,5.785938,7.298592
co,20,280,boffin,5.2766438,7.261522
co,20,280,boffin,5.5006537,7.4781184
sq,20,280,boffin,10.558964,4.753627
co,20,280,boffin,5.49139,7.611401
sq,20,280,boffin,8.600394,4.8526635
ch,20,280,boffin,11.363075,6.087109
co,20,280,boffin,5.701398,7.3105345
co,20,280,boffin,5.424799,7.661718
ch,20,280,boffin,11.3697,5.585822
co,20,280,boffin,6.7404366,7.414468
sq,20,280,boffin,9.533042,6.002894
co,20,280,boffin,9.492077,5.012001
co,20,280,boffin,8.303613,4.9295607
co,20,280,boffin,5.263707,7.6970115
ch,20,280,boffin,10.049555,7.01176
ch,20,280,boffin,10.415842,6.2974772
sq,20,280,boffin,10.351995,6.7957115
other,20,280,boffin,5.29488,9.556218
other,20,280,boffin,5.765424,8.723223
sq,20,280,boffin,8.882942,7.18685
other,20,280,boffin,5.500954,7.6684737
co,20,280,boffin,5.340911,7.6289783
co,20,280,boffin,4.532121,7.0981255
sq,20,280,boffin,10.24751,6.3948
sq,20,280,boffin,9.040967,5.3245187
sq,20,280,boffin,9.316003,5.757829
co,20,280,boffin,8.8456545,4.736029
co,20,280,boffin,9.576543,6.076872
sq,20,280,boffin,8.645712,5.8806987
sq,20,280,boffin,8.985182,6.687035
co,20,280,boffin,5.2715383,7.569654
co,20,280,boffin,7.4413943,6.7884684
co,20,280,boffin,9.693886,6.483169
co,20,280,boffin,4.621284,6.69704
other,20,280,boffin,2.195078,8.335456
co,20,280,boffin,6.749714,6.2860155
other,20,280,boffin,4.48963,9.142489
co,20,280,boffin,8.472577,5.1854305
co,20,280,boffin,5.276865,8.427792
co,20,280,boffin,8.188103,6.719979
co,20,280,boffin,8.641341,7.1910505
co,20,280,boffin,8.757794,5.213748
co,20,280,boffin,9.464023,6.53917
co,20,280,boffin,8.747385,6.3763433
co,20,280,boffin,9.0361185,6.7466755
co,20,280,boffin,4.4962153,5.361097
other,20,280,boffin,9.550527,5.8180523
co,20,280,boffin,4.990939,7.1541276
co,20,280,boffin,5.6190696,8.163547
ph,20,280,boffin,5.8232884,8.727737
sq,20,280,boffin,8.606576,4.1340356
sq,20,280,boffin,10.630241,5.9451013
other,20,280,boffin,7.7469215,6.3559623
sq,20,280,boffin,8.577086,7.2179065
sq,20,280,boffin,7.3568144,5.155811
other,20,280,boffin,9.316472,6.7369466
other,20,280,boffin,10.283373,6.2644453
other,20,280,boffin,8.812324,6.6701603
sq,20,280,boffin,9.474693,6.674613
other,20,280,boffin,6.266573,7.007225
co,20,280,boffin,5.602426,7.908677
ch,20,280,boffin,11.038622,6.2087464
ch,20,280,boffin,10.929616,6.4193764
ch,20,280,boffin,12.667731,4.8563495
co,20,280,boffin,5.8953657,7.423339
ch,20,280,boffin,11.1593485,5.51252
ch,20,280,boffin,11.906593,5.819621
other,20,280,boffin,9.396508,4.3820777
co,20,280,boffin,5.8454843,7.201902
co,20,280,boffin,5.321933,7.5389867
sq,20,281,boffin,7.3325014,3.916593
sq,20,281,boffin,9.214348,3.6883574
sq,20,281,boffin,8.530233,4.010907
sq,20,281,boffin,6.5127845,4.8247447
co,20,281,boffin,7.2744713,5.0912733
co,20,281,boffin,5.7481856,5.0891953
co,20,281,boffin,8.997554,4.8455324
co,20,281,boffin,2.8414948,4.1322384
other,20,281,boffin,8.0887375,6.3895745
co,20,281,boffin,3.7128706,4.2239914
ch,20,281,boffin,8.548994,4.349821
other,20,281,boffin,8.712874,4.3984423
sq,20,281,boffin,8.153353,5.4784966
ch,20,281,boffin,10.962945,5.544916
co,20,281,boffin,8.247556,4.2583547
co,20,281,boffin,8.152863,3.509342
other,20,281,boffin,8.929395,3.7762125
co,20,281,boffin,7.2875476,4.079964
co,20,281,boffin,8.100475,3.607157
co,20,281,boffin,2.4998183,4.3498535
co,20,281,boffin,7.935378,4.1816797
co,20,281,boffin,3.8297865,3.5661952
other,20,281,boffin,8.054175,6.5852613
sq,20,281,boffin,8.774045,7.149776
sq,20,281,boffin,8.301629,7.581356
ph,20,281,boffin,-0.32170096,3.7618585
other,20,281,boffin,4.0660543,3.4681513
ph,20,281,boffin,-3.396745,3.5243967
co,20,281,boffin,7.3345575,3.9530234
co,20,281,boffin,4.449681,4.2123604
co,20,281,boffin,6.1981316,4.684843
co,20,281,boffin,1.1732968,5.4282527
sq,20,281,boffin,9.792134,4.6528354
co,20,281,boffin,4.040299,4.1730523
co,20,281,boffin,8.124078,6.0497394
co,20,281,boffin,2.7947428,2.3867207
co,20,281,boffin,7.821614,5.684214
co,20,281,boffin,7.91921,4.9432993
ch,20,281,boffin,11.596329,5.2136536
ph,20,281,boffin,-0.09173848,2.456449
ph,20,281,boffin,-1.118704,5.743571
sq,20,281,boffin,8.271461,5.9305143
sq,20,281,boffin,10.69721,7.0854955
ch,20,281,boffin,11.100002,6.1519957
co,20,281,boffin,7.472045,3.756434
co,20,281,boffin,7.8020816,3.7136655
co,20,281,boffin,7.648582,4.064171
co,20,281,boffin,7.9398036,3.7273798
co,20,281,boffin,6.9938912,3.9729753
co,20,281,boffin,8.066753,4.6835337
co,20,281,boffin,6.1103144,5.093698
other,20,281,boffin,8.786029,2.7336755
co,20,281,boffin,7.7862744,3.7668653
sq,20,281,boffin,8.579824,3.7985158
sq,20,281,boffin,8.42542,3.891284
co,20,281,boffin,6.6035247,4.4230423
co,20,281,boffin,2.9370575,4.2344513
co,20,281,boffin,2.9587815,4.416544
sq,20,281,boffin,5.332948,3.9018514
sq,20,281,boffin,8.335501,3.8455033
other,20,281,boffin,6.858854,4.5005293
sq,20,281,boffin,7.958937,5.222595
co,20,281,boffin,7.5653524,5.612562
sq,20,281,boffin,8.50603,3.9582598
co,20,281,boffin,7.489296,3.7543352
co,20,281,boffin,7.8671064,3.6790776
ph,20,281,boffin,2.292635,4.234138
co,20,281,boffin,7.7990475,3.600592
sq,20,281,boffin,8.588538,3.4647574
co,20,281,boffin,7.694731,4.534865
co,20,281,boffin,4.6849656,3.787734
sq,20,281,boffin,7.949169,3.7977257
co,20,281,boffin,8.532078,3.455414
co,20,281,boffin,8.23748,3.833958
co,20,281,boffin,7.629899,3.2687066
co,20,281,boffin,7.56322,5.9675055
other,20,281,boffin,-2.047868,2.9157138
co,20,281,boffin,4.7975187,4.64555
other,20,281,boffin,8.163415,4.4741874
co,20,281,boffin,7.586488,5.04499
co,20,281,boffin,7.3585277,5.068919
sq,20,281,boffin,8.388215,4.3570127
co,20,281,boffin,9.518972,6.3776717
co,20,281,boffin,7.772859,3.7515225
sq,20,281,boffin,9.641825,3.2467964
ch,20,281,boffin,10.423065,4.74088
ph,20,281,boffin,-1.8358029,3.9842212
co,20,281,boffin,3.0725503,3.7802634
co,20,281,boffin,8.057442,3.6667764
sq,20,281,boffin,10.410849,5.397145
ch,20,281,boffin,9.188903,3.2445116
co,20,281,boffin,8.801196,4.60735
co,20,281,boffin,7.027937,3.9811559
sq,20,281,boffin,7.2774677,4.0475245
sq,20,281,boffin,7.3103957,3.9597034
co,20,281,boffin,8.699211,4.9513073
co,20,281,boffin,7.2455134,3.8920808
ph,20,281,boffin,-1.2886913,4.356509
co,20,281,boffin,7.447994,4.075249
co,20,281,boffin,6.460747,3.8676288
sq,20,281,boffin,7.909333,3.6581213
ph,20,281,boffin,-2.1525743,3.1902473
sq,20,281,boffin,10.272262,2.8066118
ph,20,281,boffin,0.25741586,4.8715725
ph,20,281,boffin,-1.468198,4.759306
co,20,281,boffin,7.291481,3.6477482
co,20,281,boffin,6.374467,4.606902
sq,20,281,boffin,7.085705,4.6824956
sq,20,281,boffin,8.001485,4.357902
sq,20,281,boffin,7.3354783,3.8218472
co,20,282,boffin,4.5497923,5.6331534
ph,20,282,boffin,3.4616358,5.91812
co,20,282,boffin,3.8402388,5.3857408
ph,20,282,boffin,-1.123119,4.88144
ch,20,282,boffin,11.633046,3.5982537
other,20,282,boffin,1.5101907,7.4147344
co,20,282,boffin,3.972314,5.729376
co,20,282,boffin,3.1791778,5.4320836
co,20,282,boffin,1.3819236,4.75183
co,20,282,boffin,5.2256813,4.152142
other,20,282,boffin,3.340573,6.4171023
co,20,282,boffin,5.1816163,4.1807218
co,20,282,boffin,4.596262,6.16082
co,20,282,boffin,4.9457927,6.518669
co,20,282,boffin,4.14821,6.410467
co,20,282,boffin,4.5384088,5.2079825
co,20,282,boffin,3.9459653,5.5820518
co,20,282,boffin,3.5688467,6.2678976
ph,20,282,boffin,4.487754,8.539857
co,20,282,boffin,4.9331474,5.3541236
co,20,282,boffin,4.154351,6.1196995
co,20,282,boffin,4.0016484,5.767762
co,20,282,boffin,4.6255116,4.7954803
co,20,282,boffin,3.8888288,5.799434
co,20,282,boffin,4.13826,5.6916223
co,20,282,boffin,3.8349304,6.2101674
co,20,282,boffin,6.6396313,4.883732
co,20,282,boffin,4.1248145,6.04247
co,20,282,boffin,4.6584573,4.8028526
co,20,282,boffin,8.466867,4.200523
other,20,282,boffin,3.356394,6.3304296
co,20,282,boffin,3.9741037,5.5451546
co,20,282,boffin,5.3477225,4.2361283
other,20,282,boffin,3.6758046,6.4959354
co,20,282,boffin,-2.024267,3.4509325
co,20,282,boffin,5.2192407,4.498008
co,20,282,boffin,5.5728436,4.9315276
other,20,282,boffin,9.534551,3.9294214
co,20,282,boffin,4.30451,6.1171246
co,20,282,boffin,3.9126031,5.754027
co,20,282,boffin,2.3399754,5.945455
other,20,282,boffin,0.2130043,6.4092307
sq,20,282,boffin,6.0181475,3.8195727
co,20,282,boffin,3.667526,5.7260222
co,20,282,boffin,4.0068517,4.9641404
co,20,282,boffin,4.138611,6.1241713
co,20,282,boffin,3.5279312,5.789714
co,20,282,boffin,3.9217663,5.636056
co,20,282,boffin,4.05241,5.918586
co,20,282,boffin,3.7185726,5.7241106
other,20,282,boffin,1.116435,6.435414
co,20,282,boffin,6.139371,4.7762637
co,20,282,boffin,4.990407,4.5825167
co,20,282,boffin,3.8771884,6.3618526
co,20,282,boffin,3.8443263,5.6863275
co,20,282,boffin,4.1111727,5.449271
other,20,282,boffin,0.7284806,6.2569346
co,20,282,boffin,3.2793188,6.5631957
co,20,282,boffin,4.485355,6.00884
co,20,282,boffin,4.2389107,6.1885214
co,20,282,boffin,4.514407,6.185452
co,20,282,boffin,5.023063,5.503884
co,20,282,boffin,5.093723,5.580637
co,20,282,boffin,4.9102273,5.806776
co,20,282,boffin,4.2198277,5.896771
co,20,282,boffin,4.1050014,6.147658
co,20,282,boffin,4.14415,6.421659
ph,20,282,boffin,-0.37338388,5.981894
co,20,282,boffin,5.535801,5.0732403
co,20,282,boffin,4.154353,6.337706
co,20,282,boffin,4.046641,6.483342
co,20,282,boffin,4.232215,6.4788504
co,20,282,boffin,4.1093216,6.1547484
co,20,282,boffin,4.068857,5.300769
co,20,282,boffin,3.8966854,5.5279527
ch,20,282,boffin,10.673039,6.3199544
co,20,282,boffin,3.9923186,5.4827676
ph,20,282,boffin,0.62677056,6.602196
co,20,282,boffin,4.1224914,5.626324
co,20,282,boffin,4.9317646,5.812159
co,20,282,boffin,4.8202624,6.1359854
co,20,282,boffin,5.2939296,3.7009532
co,20,282,boffin,4.5924706,5.885403
co,20,282,boffin,4.7667956,5.1927657
co,20,282,boffin,5.0035443,5.8574553
co,20,282,boffin,0.82952684,6.1883264
ph,20,282,boffin,-1.0545766,5.816652
co,20,282,boffin,4.0847626,5.5086484
other,20,282,boffin,2.3423822,5.3185005
co,20,282,boffin,2.1946096,3.0122762
co,20,282,boffin,4.431511,5.3474283
co,20,282,boffin,4.7970376,5.0351934
co,20,282,boffin,4.0114155,5.0767317
other,20,282,boffin,-2.025176,2.745749
co,20,282,boffin,4.8936543,5.550437
co,20,282,boffin,5.5468698,4.921069
co,20,282,boffin,4.4349337,5.765704
co,20,282,boffin,4.519226,5.2210293
co,20,282,boffin,6.552632,5.295632
co,20,282,boffin,4.6794715,5.6298895
co,20,282,boffin,4.58601,5.7267947
other,20,282,boffin,5.5832233,4.262945
other,20,282,boffin,3.3615878,6.1789603
co,20,282,boffin,4.714055,5.876284
co,20,282,boffin,4.50892,5.769826
co,20,282,boffin,3.8520968,5.5217466
co,20,282,boffin,3.7346504,5.203603
co,20,282,boffin,4.5455055,5.5052376
co,20,282,boffin,4.029535,5.412144
co,20,282,boffin,3.4143555,5.6996455
co,20,282,boffin,4.9933076,5.657455
co,20,282,boffin,4.345058,5.0049725
co,20,282,boffin,3.6382692,6.01991
co,20,282,boffin,3.8210497,5.778834
co,20,282,boffin,5.061394,5.579119
co,20,282,boffin,3.3495317,5.7664847
other,20,282,boffin,-2.0896688,5.738379
co,20,282,boffin,3.7919033,5.667069
co,20,282,boffin,4.0699315,5.7651486
co,20,282,boffin,4.1532793,5.5895967
other,20,282,boffin,9.6037855,5.439081
co,20,282,boffin,3.8993797,6.2772565
co,20,282,boffin,3.847739,6.677766
co,20,282,boffin,4.4106116,6.4569373
co,20,282,boffin,4.146704,6.525101
co,20,282,boffin,4.086372,6.4880815
co,20,282,boffin,4.9396977,5.984495
co,20,282,boffin,3.7296977,6.200944
co,20,282,boffin,3.9941795,7.030188
co,20,282,boffin,4.378816,6.051679
co,20,282,boffin,5.3595614,5.8414083
other,20,282,boffin,-0.46367005,5.4346924
ch,20,283,boffin,11.209169,5.568407
ch,20,283,boffin,8.315965,4.6474614
ch,20,283,boffin,12.125381,5.324565
ch,20,283,boffin,11.269815,6.0438247
ch,20,283,boffin,12.062251,5.0214806
ch,20,283,boffin,11.06102,5.80566
other,20,283,boffin,8.262664,4.1552854
sq,20,283,boffin,8.472987,6.5820603
other,20,283,boffin,8.378815,7.15418
ch,20,283,boffin,12.039329,5.687212
ch,20,283,boffin,12.935211,4.571647
ch,20,283,boffin,11.023923,5.7224894
ch,20,283,boffin,12.647543,4.9285173
ch,20,283,boffin,10.85079,5.7672033
ch,20,283,boffin,11.09386,5.8621607
ch,20,283,boffin,11.611875,6.0619197
ch,20,283,boffin,11.741762,5.9887366
ch,20,283,boffin,8.267574,4.8847
sq,20,283,boffin,9.727782,4.962396
ch,20,283,boffin,12.36028,4.583992
ch,20,283,boffin,11.827853,5.190798
other,20,283,boffin,9.670343,4.186505
ch,20,283,boffin,12.225013,5.363039
ch,20,283,boffin,12.65024,5.4671187
sq,20,283,boffin,9.175933,3.6993392
sq,20,283,boffin,11.610727,5.796975
other,20,283,boffin,11.333529,5.9732466
sq,20,283,boffin,9.980602,5.7542624
ch,20,283,boffin,12.298126,5.709187
sq,20,283,boffin,11.8236885,5.6633196
sq,20,283,boffin,9.095055,6.784129
ch,20,283,boffin,11.585444,5.906533
sq,20,283,boffin,8.062104,6.048544
sq,20,283,boffin,8.305177,6.647133
ch,20,283,boffin,11.866471,5.7627096
sq,20,283,boffin,8.704398,5.854596
ch,20,283,boffin,10.519753,5.916691
co,20,283,boffin,7.913472,6.7211404
