call_type,timepoint,animal_id,colony,umap_1,umap_2
sc,57,279,boffin,1.5702579,5.133749
sc,57,279,boffin,-1.9248598,3.2780404
sc,57,279,boffin,2.3707414,6.368576
sc,57,279,boffin,0.17068629,5.8839417
sc,57,279,boffin,1.9760427,6.1232553
sc,57,279,boffin,0.78944314,5.269695
sc,57,279,boffin,0.814261,5.2717714
sc,57,279,boffin,-1.4478571,3.6001306
sc,57,279,boffin,2.294654,4.8007565
sc,57,279,boffin,0.69495416,5.2765293
sc,57,279,boffin,-0.7232145,4.4549847
sc,57,279,boffin,1.0413724,4.5177436
sc,57,279,boffin,1.7113907,3.8718975
sc,57,279,boffin,1.4970304,5.7068515
sc,57,279,boffin,0.6644701,4.3053937
sc,57,279,boffin,-1.4729013,3.0968926
sc,57,279,boffin,1.4867533,5.6679015
sc,57,279,boffin,2.360132,4.9656296
sc,57,279,boffin,1.4792836,6.1738114
sc,57,279,boffin,2.1283576,5.465023
sc,57,279,boffin,0.9764769,4.4959674
sc,57,279,boffin,-1.1626148,4.1235704
sc,57,279,boffin,-0.89828324,4.799466
sc,57,279,boffin,0.027606176,4.308333
sc,57,279,boffin,2.463622,6.127707
sc,57,279,boffin,2.8429492,5.7913876
sc,57,279,boffin,1.4555746,5.617308
sc,57,279,boffin,0.5259556,5.5027547
sc,57,279,boffin,0.71399844,5.011305
sc,57,279,boffin,-0.6914513,4.906576
sc,57,279,boffin,-1.0424956,3.912362
sc,57,279,boffin,-1.5002576,3.0967066
sc,57,280,boffin,-1.2292404,6.4809647
sc,57,280,boffin,1.8928282,7.9917293
sc,57,280,boffin,0.9043519,8.596047
sc,57,280,boffin,2.348478,7.444254
sc,57,280,boffin,0.29043406,6.510913
sc,57,280,boffin,1.5870005,8.335062
sc,57,280,boffin,-1.8438998,5.4449444
sc,57,280,boffin,2.060178,8.082689
sc,57,280,boffin,1.6675239,8.363095
sc,57,280,boffin,1.5242326,7.513231
sc,57,280,boffin,0.10156764,7.6885195
sc,57,280,boffin,3.3255308,7.298956
sc,57,280,boffin,-1.3285162,6.3252144
sc,57,280,boffin,-0.48152784,6.9976377
sc,57,280,boffin,1.6600769,8.275407
sc,57,280,boffin,0.19507344,7.5787525
sc,57,280,boffin,1.0904596,6.261668
sc,57,280,boffin,-0.81194097,6.910192
sc,57,280,boffin,-1.6421208,6.104108
sc,57,280,boffin,2.4574728,7.27726
co,57,280,boffin,1.6036526,6.5845113
co,57,280,boffin,5.613454,7.5976768
co,57,280,boffin,2.5090039,6.970791
sc,57,280,boffin,2.8412147,7.1638255
sc,57,280,boffin,1.2297766,8.466245
sc,57,280,boffin,1.1307883,7.4121366
sc,57,280,boffin,2.4237773,7.083871
sc,57,280,boffin,-1.0911882,6.4977117
co,57,280,boffin,5.382125,7.6762376
sc,57,280,boffin,1.2597133,7.621277
sc,57,280,boffin,0.9953105,7.889298
sc,57,280,boffin,0.68770087,8.012225
sc,57,280,boffin,2.7175605,7.257135
co,57,280,boffin,12.418584,5.512969
sc,57,280,boffin,1.5059468,8.220732
sc,57,280,boffin,-1.7045792,5.5948744
sc,57,280,boffin,1.7480384,7.2206964
sc,57,280,boffin,-0.91808754,6.7460394
sc,57,280,boffin,2.7891734,7.702225
sc,57,280,boffin,0.83434665,7.948122
sc,57,280,boffin,-1.5028721,6.1966043
sc,57,280,boffin,1.0710347,7.89068
sc,57,280,boffin,-1.1572676,6.236836
sc,57,280,boffin,-0.12616849,7.32287
sc,57,280,boffin,-0.8598009,6.672264
sc,57,280,boffin,2.6177685,6.4310293
sc,57,280,boffin,-0.6486582,6.759234
sc,57,280,boffin,-1.896511,6.080096
sc,57,280,boffin,-0.74157965,6.733563
sc,57,280,boffin,2.691001,7.2840767
sc,57,280,boffin,1.7122155,7.0551896
sc,57,280,boffin,1.3050305,7.5690856
sc,57,280,boffin,1.6294786,7.6682377
sc,57,280,boffin,0.3697719,6.6101885
sc,57,280,boffin,1.127188,6.744903
sc,57,280,boffin,0.045751918,7.078345
sc,57,280,boffin,-0.52756107,6.667378
sc,57,280,boffin,1.6956888,7.23798
sc,57,280,boffin,-1.7141063,5.78791
sc,57,280,boffin,1.0352075,7.6516604
sc,57,280,boffin,1.3344511,7.8613224
sc,57,280,boffin,2.3509963,7.0644727
co,57,280,boffin,5.0698395,7.5395923
sc,57,280,boffin,2.238155,7.225182
sc,57,280,boffin,-1.4886438,6.329679
sc,57,280,boffin,1.9961985,8.204231
sc,57,280,boffin,1.2957993,8.237244
sc,57,280,boffin,-1.6352313,6.3107333
sc,57,280,boffin,-2.0569427,5.935091
sc,57,280,boffin,-1.2077374,6.521106
co,57,280,boffin,1.8258152,6.0271087
sc,57,280,boffin,0.834993,6.8040667
sc,57,280,boffin,-0.36698803,6.8618426
sc,57,280,boffin,-0.6097162,6.816904
sc,57,280,boffin,-0.86752254,6.6998725
sc,57,280,boffin,-0.7325212,6.8316956
sc,57,280,boffin,1.4832084,6.2664437
sc,57,280,boffin,-1.3433414,6.400788
sc,57,280,boffin,0.3344108,7.4038625
sc,57,280,boffin,-1.1201553,6.0007305
sc,57,280,boffin,1.1583222,7.882122
sc,57,280,boffin,-0.46203637,6.872061
sc,57,280,boffin,-0.97213125,6.241519
sc,57,280,boffin,0.33836243,6.570529
sc,57,280,boffin,0.59647274,6.4370337
sc,57,280,boffin,1.5661755,5.912514
sc,57,280,boffin,0.25712934,6.5119205
co,57,280,boffin,5.8768477,7.594046
sc,57,280,boffin,0.6094844,6.472416
sc,57,280,boffin,1.1552761,7.335786
sc,57,280,boffin,1.3333378,6.680096
sc,57,280,boffin,1.5468383,6.8371663
co,57,280,boffin,5.4660783,6.1894855
sc,57,280,boffin,-1.4198344,6.279412
sc,57,280,boffin,3.1478717,7.6283054
sc,57,280,boffin,1.4005959,8.404899
sc,57,280,boffin,1.5825611,6.5702357
sc,57,280,boffin,0.6747053,8.044953
sc,57,280,boffin,1.80914,7.384276
sc,57,280,boffin,1.8103231,5.7965813
sc,57,280,boffin,0.45812005,6.722069
sc,57,280,boffin,-1.9067106,5.951517
sc,57,280,boffin,2.3582244,7.2237267
sc,57,280,boffin,0.03915902,7.387363
sc,57,280,boffin,0.18523,7.3997107
sc,57,280,boffin,-1.4098496,6.41609
sc,57,280,boffin,-1.3305497,6.493928
sc,57,280,boffin,0.16464652,7.6470923
sc,57,280,boffin,-0.5681656,6.8409243
sc,57,280,boffin,0.15196338,7.3134093
sc,57,280,boffin,2.3319573,7.2672048
sc,57,280,boffin,1.2185665,7.1713862
co,57,280,boffin,1.499396,6.1165495
co,57,280,boffin,5.060959,7.557125
sc,57,280,boffin,0.74133456,7.9454055
sc,57,280,boffin,-0.9959349,6.4562507
sc,57,280,boffin,-0.28106678,6.6505904
co,57,280,boffin,7.325719,6.7783046
sc,57,280,boffin,0.3021276,7.3565574
co,57,280,boffin,5.6849823,7.569568
sc,57,280,boffin,1.0072154,7.117459
sc,57,280,boffin,1.6828767,7.7196355
ph,57,280,boffin,10.580546,5.952108
co,57,280,boffin,1.570466,6.8456254
sc,57,280,boffin,1.819296,7.444708
sc,57,280,boffin,2.5305219,7.5961504
sc,57,280,boffin,2.3972266,7.3015027
sc,57,280,boffin,1.5068104,8.398846
sc,57,280,boffin,1.3742114,8.289832
sc,57,280,boffin,1.7189771,7.512064
sc,57,280,boffin,1.1731286,6.7527657
sc,57,280,boffin,-1.1649266,6.310336
sc,57,280,boffin,1.5945511,8.369534
sc,57,280,boffin,2.1199174,7.5454583
sc,57,280,boffin,-1.5605595,6.1642222
sc,57,280,boffin,2.7211714,7.3754287
sc,57,280,boffin,0.080056,6.5858064
sc,57,280,boffin,0.6038878,6.3481445
sc,57,280,boffin,0.07303243,7.2730823
sc,57,280,boffin,-0.3576393,6.960316
sc,57,280,boffin,1.4475551,8.148254
co,57,280,boffin,5.6133213,7.43926
sc,57,280,boffin,-0.6981518,6.794047
co,57,280,boffin,5.4800544,7.4347343
sc,57,280,boffin,1.5211457,7.646465
sc,57,280,boffin,1.322871,7.474006
sc,57,280,boffin,1.7254004,6.3913345
sc,57,280,boffin,-0.6276037,6.854969
sc,57,280,boffin,1.7337686,6.9703794
sc,57,280,boffin,0.18985283,6.5191207
sc,57,280,boffin,2.5561056,7.3345613
sc,57,280,boffin,2.6796026,7.5010686
co,57,280,boffin,5.5118327,7.5079403
sc,57,280,boffin,1.906774,8.126181
sc,57,280,boffin,1.8429999,8.395864
sc,57,280,boffin,1.7069162,8.42971
sc,57,280,boffin,1.6069645,7.713252
sc,57,280,boffin,1.5791175,7.921238
sc,57,280,boffin,1.6721398,7.688454
co,57,280,boffin,5.0177927,7.524061
co,57,280,boffin,5.9559484,7.5828676
co,57,280,boffin,5.350576,7.574581
sc,57,280,boffin,1.827004,7.096426
sc,57,280,boffin,1.8575678,8.300336
sc,57,280,boffin,1.7133565,7.5485077
sc,57,280,boffin,2.7565446,7.3391633
sc,57,280,boffin,1.6953083,6.7583447
sc,57,280,boffin,1.4752194,7.1539154
sc,57,281,boffin,2.1138935,5.289564
sc,57,281,boffin,-0.61063385,4.380846
sc,57,281,boffin,2.0324516,5.6535196
sc,57,281,boffin,1.1905686,5.254337
sc,57,281,boffin,1.4859891,5.825383
sc,57,281,boffin,-1.5373507,3.5047107
sc,57,281,boffin,1.8993888,5.4796286
sc,57,281,boffin,-0.84589285,4.1467757
sc,57,281,boffin,-1.2512525,3.757863
sc,57,281,boffin,9.391466,7.598998
sc,57,281,boffin,0.5894564,5.21878
sc,57,281,boffin,-1.4040865,5.112091
sc,57,281,boffin,-1.9382546,3.8691387
sc,57,281,boffin,0.40531862,4.14071
sc,57,281,boffin,-0.6593551,4.371498
sc,57,281,boffin,0.3640529,4.580498
sc,57,281,boffin,-0.75694907,4.418594
sc,57,281,boffin,-0.32758427,3.9023924
sc,57,281,boffin,-0.5106519,4.010062
sc,57,281,boffin,-1.5073819,3.3944514
sc,57,281,boffin,0.834045,4.5176077
sc,57,281,boffin,-2.8554356,3.998093
sc,57,281,boffin,2.1398778,3.8754225
sc,57,281,boffin,1.0433617,3.8751626
sc,57,281,boffin,2.2312293,3.7750998
sc,57,281,boffin,-1.1573311,3.8560946
sc,57,281,boffin,-1.8737304,3.600115
sc,57,281,boffin,-0.40245622,3.6061583
sc,57,281,boffin,-1.5896889,2.5846562
sc,57,281,boffin,-0.8967298,3.5729191
sc,57,281,boffin,2.3321779,4.64033
sc,57,281,boffin,-1.0528609,3.9100919
sc,57,281,boffin,-0.90884846,2.815519
sc,57,281,boffin,1.7824342,4.728801
sc,57,281,boffin,9.606613,3.072292
sc,57,281,boffin,2.0989656,3.87917
sc,57,281,boffin,8.1727,4.4141774
sc,57,281,boffin,-0.8089167,3.3977265
sc,57,281,boffin,-1.1714311,3.2251475
sc,57,281,boffin,-1.1209351,3.882046
sc,57,281,boffin,1.0751516,4.5752325
sc,57,281,boffin,1.4962707,4.375534
sc,57,281,boffin,0.21196264,4.433838
sc,57,281,boffin,2.9603634,4.1775594
sc,57,281,boffin,2.125609,4.3477526
sc,57,281,boffin,1.7675613,4.0005956
sc,57,281,boffin,-0.41602433,3.9190896
sc,57,281,boffin,0.52560437,4.466616
sc,57,281,boffin,-0.53870434,3.640504
sc,57,281,boffin,1.0019145,3.6018572
sc,57,281,boffin,0.9083334,3.1535828
sc,57,281,boffin,-0.3255349,3.9161408
sc,57,281,boffin,-1.2788851,2.8108203
sc,57,281,boffin,-0.12901232,3.9391158
sc,57,281,boffin,0.514267,4.5930433
sc,57,281,boffin,1.7655051,4.4482007
sc,57,281,boffin,-1.2208738,3.5370307
sc,57,281,boffin,-0.83190507,3.955447
sc,57,281,boffin,-0.13907601,4.1382303
sc,57,281,boffin,0.3168238,4.168518
sc,57,281,boffin,-0.75218344,4.0124135
sc,57,281,boffin,-0.60381126,4.299934
sc,57,281,boffin,0.14687373,4.393977
sc,57,281,boffin,-0.0073309653,4.0166717
sc,57,281,boffin,-0.24577141,4.1094227
sc,57,281,boffin,-1.0833842,3.2710128
sc,57,281,boffin,1.8941423,4.305815
sc,57,281,boffin,-1.2774545,4.22349
sc,57,281,boffin,-0.8660333,3.7821643
sc,57,281,boffin,-0.75343597,3.308822
sc,57,281,boffin,1.1522156,4.4425263
sc,57,281,boffin,0.7576445,4.4810843
sc,57,281,boffin,-1.4526463,3.1509376
sc,57,281,boffin,-1.4238802,2.5186799
sc,57,281,boffin,1.4181899,5.5075035
sc,57,281,boffin,1.6408894,4.1391735
sc,57,281,boffin,-0.8464697,3.5627904
sc,57,281,boffin,-0.065369494,5.4859805
sc,57,281,boffin,-0.69252074,3.5139468
sc,57,281,boffin,2.8764515,5.8235354
sc,57,281,boffin,0.8617694,4.942305
sc,57,281,boffin,-0.78629833,4.7313643
sc,57,281,boffin,1.4401491,5.0157413
sc,57,281,boffin,-0.502026,3.796169
sc,57,281,boffin,2.221518,4.238937
sc,57,281,boffin,0.23871347,4.6713643
sc,57,281,boffin,1.5615481,4.574219
sc,57,281,boffin,2.740333,5.9830766
sc,57,281,boffin,-0.9402338,1.9949427
sc,57,281,boffin,-1.4673747,2.6783078
sc,57,281,boffin,1.3326305,4.131307
sc,57,281,boffin,2.7732477,5.8258114
sc,57,281,boffin,0.19910024,3.462137
sc,57,281,boffin,-0.052453697,3.9696345
sc,57,281,boffin,-0.10030021,3.9645216
sq,57,281,boffin,-1.6629584,3.1156301
sc,57,281,boffin,1.6105433,4.1911216
sc,57,281,boffin,0.713528,4.4182177
sc,57,281,boffin,0.43903926,4.475937
sc,57,281,boffin,1.9463375,4.2466803
sc,57,281,boffin,-2.0316336,2.8361783
sc,57,281,boffin,1.5332686,4.0515327
sc,57,281,boffin,-1.8560147,3.31561
sc,57,281,boffin,-0.6089949,4.4247828
sc,57,281,boffin,2.0156791,4.199239
sc,57,281,boffin,0.008069214,4.179967
sc,57,281,boffin,1.5296466,4.089318
sc,57,281,boffin,-0.18975154,4.5832744
sc,57,281,boffin,0.9414407,3.8426435
sc,57,281,boffin,-0.63569516,4.538941
sc,57,281,boffin,-1.3706008,3.5199037
sc,57,281,boffin,0.045279153,4.4072824
sc,57,281,boffin,2.8613498,5.7119546
sc,57,281,boffin,1.5563911,4.1058774
sc,57,281,boffin,-0.862098,4.8685412
sc,57,281,boffin,0.36516452,4.288503
sc,57,281,boffin,0.014497139,4.421023
sc,57,281,boffin,0.36638564,4.5471077
sc,57,281,boffin,-0.7687274,4.2318153
sc,57,281,boffin,0.22095557,4.414371
sc,57,281,boffin,0.09058489,4.322865
sc,57,281,boffin,0.15327333,4.189919
sc,57,281,boffin,-0.38448516,5.0609026
sc,57,281,boffin,0.4924822,5.1560006
sc,57,281,boffin,-0.8733045,4.4939575
sc,57,281,boffin,0.21857095,4.37084
sc,57,281,boffin,-0.73267996,3.7970533
sc,57,281,boffin,-1.5951971,2.912011
